sensor,valor,unidade,status,timestamp,ciclo,tipo,nome,estado,codigo,severidade
,0.0,,,2026-06-28 01:03:12,21,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,15.5764,C,OK,2026-06-28 01:03:17,22,,,,,
TQ-MIX-LT,46.24,%,OK,2026-06-28 01:03:17,22,,,,,
TQ-MIX-PT,1.9248,BAR,OK,2026-06-28 01:03:17,22,,,,,
RES-Q-TT,74.5277,C,OK,2026-06-28 01:03:17,22,,,,,
RES-F-TT,15.5764,C,OK,2026-06-28 01:03:17,22,,,,,
,0.0,,,2026-06-28 01:03:17,22,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 01:03:17,22,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,15.5387,C,OK,2026-06-28 01:03:22,23,,,,,
TQ-MIX-LT,46.6,%,OK,2026-06-28 01:03:22,23,,,,,
TQ-MIX-PT,1.932,BAR,OK,2026-06-28 01:03:22,23,,,,,
RES-Q-TT,74.6967,C,OK,2026-06-28 01:03:22,23,,,,,
RES-F-TT,15.5387,C,OK,2026-06-28 01:03:22,23,,,,,
,0.0,,,2026-06-28 01:03:22,23,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 01:03:22,23,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,15.2762,C,OK,2026-06-28 01:03:27,24,,,,,
TQ-MIX-LT,46.88,%,OK,2026-06-28 01:03:27,24,,,,,
TQ-MIX-PT,1.9376000000000002,BAR,OK,2026-06-28 01:03:27,24,,,,,
RES-Q-TT,74.6785,C,OK,2026-06-28 01:03:27,24,,,,,
RES-F-TT,15.2762,C,OK,2026-06-28 01:03:27,24,,,,,
,0.0,,,2026-06-28 01:03:27,24,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 01:03:27,24,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,15.0956,C,OK,2026-06-28 01:03:32,25,,,,,
TQ-MIX-LT,47.08,%,OK,2026-06-28 01:03:32,25,,,,,
TQ-MIX-PT,1.9416,BAR,OK,2026-06-28 01:03:32,25,,,,,
RES-Q-TT,74.6662,C,OK,2026-06-28 01:03:32,25,,,,,
RES-F-TT,15.0956,C,OK,2026-06-28 01:03:32,25,,,,,
,0.0,,,2026-06-28 01:03:32,25,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 01:03:32,25,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,15.3121,C,OK,2026-06-28 01:03:37,26,,,,,
TQ-MIX-LT,47.2,%,OK,2026-06-28 01:03:37,26,,,,,
TQ-MIX-PT,1.944,BAR,OK,2026-06-28 01:03:37,26,,,,,
RES-Q-TT,74.7591,C,OK,2026-06-28 01:03:37,26,,,,,
RES-F-TT,15.3121,C,OK,2026-06-28 01:03:37,26,,,,,
,0.0,,,2026-06-28 01:03:37,26,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 01:03:37,26,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,15.3014,C,OK,2026-06-28 01:03:42,27,,,,,
TQ-MIX-LT,47.24,%,OK,2026-06-28 01:03:42,27,,,,,
TQ-MIX-PT,1.9448,BAR,OK,2026-06-28 01:03:42,27,,,,,
RES-Q-TT,75.0172,C,OK,2026-06-28 01:03:42,27,,,,,
RES-F-TT,15.3014,C,OK,2026-06-28 01:03:42,27,,,,,
,0.0,,,2026-06-28 01:03:42,27,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 01:03:42,27,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,15.4558,C,OK,2026-06-28 01:03:47,28,,,,,
TQ-MIX-LT,47.2,%,OK,2026-06-28 01:03:47,28,,,,,
TQ-MIX-PT,1.944,BAR,OK,2026-06-28 01:03:47,28,,,,,
RES-Q-TT,75.2361,C,OK,2026-06-28 01:03:47,28,,,,,
RES-F-TT,15.4558,C,OK,2026-06-28 01:03:47,28,,,,,
,0.0,,,2026-06-28 01:03:47,28,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 01:03:47,28,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,28.3564,C,OK,2026-06-28 10:21:16,1,leitura,,,,
TQ-MIX-LT,50.12,%,OK,2026-06-28 10:21:16,1,leitura,,,,
TQ-MIX-PT,2.0024,BAR,OK,2026-06-28 10:21:16,1,leitura,,,,
RES-Q-TT,70.9291,C,OK,2026-06-28 10:21:16,1,leitura,,,,
RES-F-TT,19.0112,C,OK,2026-06-28 10:21:16,1,leitura,,,,
,8.0,,,2026-06-28 10:21:16,1,atuador,BOMBA-Q,PRINCIPAL,,
,8.0,,,2026-06-28 10:21:16,1,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,30.6594,C,OK,2026-06-28 10:21:47,2,leitura,,,,
TQ-MIX-LT,50.752,%,OK,2026-06-28 10:21:47,2,leitura,,,,
TQ-MIX-PT,2.01504,BAR,OK,2026-06-28 10:21:47,2,leitura,,,,
RES-Q-TT,72.0096,C,OK,2026-06-28 10:21:47,2,leitura,,,,
RES-F-TT,18.2543,C,OK,2026-06-28 10:21:47,2,leitura,,,,
,28.0,,,2026-06-28 10:21:47,2,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:21:47,2,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.4765,C,OK,2026-06-28 10:21:52,3,leitura,,,,
TQ-MIX-LT,51.84,%,OK,2026-06-28 10:21:52,3,leitura,,,,
TQ-MIX-PT,2.0368,BAR,OK,2026-06-28 10:21:52,3,leitura,,,,
RES-Q-TT,72.5193,C,OK,2026-06-28 10:21:52,3,leitura,,,,
RES-F-TT,17.2209,C,OK,2026-06-28 10:21:52,3,leitura,,,,
,28.0,,,2026-06-28 10:21:52,3,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:21:52,3,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.3353,C,OK,2026-06-28 10:21:57,4,leitura,,,,
TQ-MIX-LT,52.904,%,OK,2026-06-28 10:21:57,4,leitura,,,,
TQ-MIX-PT,2.05808,BAR,OK,2026-06-28 10:21:57,4,leitura,,,,
RES-Q-TT,72.8719,C,OK,2026-06-28 10:21:57,4,leitura,,,,
RES-F-TT,16.1589,C,OK,2026-06-28 10:21:57,4,leitura,,,,
,28.0,,,2026-06-28 10:21:57,4,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:21:57,4,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.2087,C,OK,2026-06-28 10:22:02,5,leitura,,,,
TQ-MIX-LT,53.992,%,OK,2026-06-28 10:22:02,5,leitura,,,,
TQ-MIX-PT,2.07984,BAR,OK,2026-06-28 10:22:02,5,leitura,,,,
RES-Q-TT,73.1491,C,OK,2026-06-28 10:22:02,5,leitura,,,,
RES-F-TT,15.786200000000001,C,OK,2026-06-28 10:22:02,5,leitura,,,,
,28.0,,,2026-06-28 10:22:02,5,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:22:02,5,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.3689,C,OK,2026-06-28 10:22:07,6,leitura,,,,
TQ-MIX-LT,55.056,%,OK,2026-06-28 10:22:07,6,leitura,,,,
TQ-MIX-PT,2.10112,BAR,OK,2026-06-28 10:22:07,6,leitura,,,,
RES-Q-TT,73.5694,C,OK,2026-06-28 10:22:07,6,leitura,,,,
RES-F-TT,15.1081,C,OK,2026-06-28 10:22:07,6,leitura,,,,
,28.0,,,2026-06-28 10:22:07,6,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:22:07,6,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.2523,C,OK,2026-06-28 10:22:12,7,leitura,,,,
TQ-MIX-LT,56.144,%,OK,2026-06-28 10:22:12,7,leitura,,,,
TQ-MIX-PT,2.12288,BAR,OK,2026-06-28 10:22:12,7,leitura,,,,
RES-Q-TT,73.7027,C,OK,2026-06-28 10:22:12,7,leitura,,,,
RES-F-TT,15.1667,C,OK,2026-06-28 10:22:12,7,leitura,,,,
,28.0,,,2026-06-28 10:22:12,7,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:22:12,7,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.5436,C,OK,2026-06-28 10:22:17,8,leitura,,,,
TQ-MIX-LT,57.208,%,OK,2026-06-28 10:22:17,8,leitura,,,,
TQ-MIX-PT,2.14416,BAR,OK,2026-06-28 10:22:17,8,leitura,,,,
RES-Q-TT,73.9513,C,OK,2026-06-28 10:22:17,8,leitura,,,,
RES-F-TT,14.9443,C,OK,2026-06-28 10:22:17,8,leitura,,,,
,28.0,,,2026-06-28 10:22:17,8,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:22:17,8,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.3978,C,OK,2026-06-28 10:22:22,9,leitura,,,,
TQ-MIX-LT,58.296,%,OK,2026-06-28 10:22:22,9,leitura,,,,
TQ-MIX-PT,2.16592,BAR,OK,2026-06-28 10:22:22,9,leitura,,,,
RES-Q-TT,73.9043,C,OK,2026-06-28 10:22:22,9,leitura,,,,
RES-F-TT,15.2393,C,OK,2026-06-28 10:22:22,9,leitura,,,,
,28.0,,,2026-06-28 10:22:22,9,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:22:22,9,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.4209,C,OK,2026-06-28 10:22:27,10,leitura,,,,
TQ-MIX-LT,59.36,%,OK,2026-06-28 10:22:27,10,leitura,,,,
TQ-MIX-PT,2.1872,BAR,OK,2026-06-28 10:22:27,10,leitura,,,,
RES-Q-TT,73.6513,C,OK,2026-06-28 10:22:27,10,leitura,,,,
RES-F-TT,15.1113,C,OK,2026-06-28 10:22:27,10,leitura,,,,
,28.0,,,2026-06-28 10:22:27,10,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:22:27,10,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.029,C,OK,2026-06-28 10:22:32,11,leitura,,,,
TQ-MIX-LT,60.448,%,OK,2026-06-28 10:22:32,11,leitura,,,,
TQ-MIX-PT,2.20896,BAR,OK,2026-06-28 10:22:32,11,leitura,,,,
RES-Q-TT,73.5727,C,OK,2026-06-28 10:22:32,11,leitura,,,,
RES-F-TT,14.8223,C,OK,2026-06-28 10:22:32,11,leitura,,,,
,28.0,,,2026-06-28 10:22:32,11,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:22:32,11,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.2731,C,OK,2026-06-28 10:22:37,12,leitura,,,,
TQ-MIX-LT,61.512,%,OK,2026-06-28 10:22:37,12,leitura,,,,
TQ-MIX-PT,2.2302400000000002,BAR,OK,2026-06-28 10:22:37,12,leitura,,,,
RES-Q-TT,73.6432,C,OK,2026-06-28 10:22:37,12,leitura,,,,
RES-F-TT,14.7354,C,OK,2026-06-28 10:22:37,12,leitura,,,,
,28.0,,,2026-06-28 10:22:37,12,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:22:37,12,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,47.9055,C,OK,2026-06-28 10:22:42,13,leitura,,,,
TQ-MIX-LT,62.6,%,OK,2026-06-28 10:22:42,13,leitura,,,,
TQ-MIX-PT,2.252,BAR,OK,2026-06-28 10:22:42,13,leitura,,,,
RES-Q-TT,73.4679,C,OK,2026-06-28 10:22:42,13,leitura,,,,
RES-F-TT,14.6743,C,OK,2026-06-28 10:22:42,13,leitura,,,,
,28.0,,,2026-06-28 10:22:42,13,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:22:42,13,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,50.9881,C,OK,2026-06-28 10:22:47,14,leitura,,,,
TQ-MIX-LT,63.664,%,OK,2026-06-28 10:22:47,14,leitura,,,,
TQ-MIX-PT,2.27328,BAR,OK,2026-06-28 10:22:47,14,leitura,,,,
RES-Q-TT,73.2505,C,OK,2026-06-28 10:22:47,14,leitura,,,,
RES-F-TT,14.6264,C,OK,2026-06-28 10:22:47,14,leitura,,,,
,28.0,,,2026-06-28 10:22:47,14,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:22:47,14,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,60.7628,C,OK,2026-06-28 10:33:33,1,leitura,,,,
TQ-MIX-LT,50.12,%,OK,2026-06-28 10:33:33,1,leitura,,,,
TQ-MIX-PT,2.0024,BAR,OK,2026-06-28 10:33:33,1,leitura,,,,
RES-Q-TT,71.2386,C,OK,2026-06-28 10:33:33,1,leitura,,,,
RES-F-TT,18.8595,C,OK,2026-06-28 10:33:33,1,leitura,,,,
,8.0,,,2026-06-28 10:33:33,1,atuador,BOMBA-Q,PRINCIPAL,,
,8.0,,,2026-06-28 10:33:33,1,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,30.1891,C,OK,2026-06-28 10:33:36,2,leitura,,,,
TQ-MIX-LT,50.752,%,OK,2026-06-28 10:33:36,2,leitura,,,,
TQ-MIX-PT,2.01504,BAR,OK,2026-06-28 10:33:36,2,leitura,,,,
RES-Q-TT,72.2581,C,OK,2026-06-28 10:33:36,2,leitura,,,,
RES-F-TT,17.5685,C,OK,2026-06-28 10:33:36,2,leitura,,,,
,28.0,,,2026-06-28 10:33:36,2,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:33:36,2,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.403,C,OK,2026-06-28 10:33:41,3,leitura,,,,
TQ-MIX-LT,51.84,%,OK,2026-06-28 10:33:41,3,leitura,,,,
TQ-MIX-PT,2.0368,BAR,OK,2026-06-28 10:33:41,3,leitura,,,,
RES-Q-TT,72.7764,C,OK,2026-06-28 10:33:41,3,leitura,,,,
RES-F-TT,16.7176,C,OK,2026-06-28 10:33:41,3,leitura,,,,
,28.0,,,2026-06-28 10:33:41,3,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:33:41,3,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.7843,C,OK,2026-06-28 10:33:46,4,leitura,,,,
TQ-MIX-LT,52.904,%,OK,2026-06-28 10:33:46,4,leitura,,,,
TQ-MIX-PT,2.05808,BAR,OK,2026-06-28 10:33:46,4,leitura,,,,
RES-Q-TT,73.5176,C,OK,2026-06-28 10:33:46,4,leitura,,,,
RES-F-TT,16.2865,C,OK,2026-06-28 10:33:46,4,leitura,,,,
,28.0,,,2026-06-28 10:33:46,4,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:33:46,4,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.5335,C,OK,2026-06-28 10:33:51,5,leitura,,,,
TQ-MIX-LT,53.992,%,OK,2026-06-28 10:33:51,5,leitura,,,,
TQ-MIX-PT,2.07984,BAR,OK,2026-06-28 10:33:51,5,leitura,,,,
RES-Q-TT,73.6576,C,OK,2026-06-28 10:33:51,5,leitura,,,,
RES-F-TT,15.872,C,OK,2026-06-28 10:33:51,5,leitura,,,,
,28.0,,,2026-06-28 10:33:51,5,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:33:51,5,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.6044,C,OK,2026-06-28 10:33:56,6,leitura,,,,
TQ-MIX-LT,55.056,%,OK,2026-06-28 10:33:56,6,leitura,,,,
TQ-MIX-PT,2.10112,BAR,OK,2026-06-28 10:33:56,6,leitura,,,,
RES-Q-TT,73.5959,C,OK,2026-06-28 10:33:56,6,leitura,,,,
RES-F-TT,15.685,C,OK,2026-06-28 10:33:56,6,leitura,,,,
,28.0,,,2026-06-28 10:33:56,6,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:33:56,6,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.4377,C,OK,2026-06-28 10:34:01,7,leitura,,,,
TQ-MIX-LT,56.144,%,OK,2026-06-28 10:34:01,7,leitura,,,,
TQ-MIX-PT,2.12288,BAR,OK,2026-06-28 10:34:01,7,leitura,,,,
RES-Q-TT,73.4118,C,OK,2026-06-28 10:34:01,7,leitura,,,,
RES-F-TT,15.9715,C,OK,2026-06-28 10:34:01,7,leitura,,,,
,28.0,,,2026-06-28 10:34:01,7,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:34:01,7,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.7302,C,OK,2026-06-28 10:34:06,8,leitura,,,,
TQ-MIX-LT,57.208,%,OK,2026-06-28 10:34:06,8,leitura,,,,
TQ-MIX-PT,2.14416,BAR,OK,2026-06-28 10:34:06,8,leitura,,,,
RES-Q-TT,73.4681,C,OK,2026-06-28 10:34:06,8,leitura,,,,
RES-F-TT,16.225,C,OK,2026-06-28 10:34:06,8,leitura,,,,
,28.0,,,2026-06-28 10:34:06,8,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:34:06,8,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.5976,C,OK,2026-06-28 10:34:11,9,leitura,,,,
TQ-MIX-LT,58.296,%,OK,2026-06-28 10:34:11,9,leitura,,,,
TQ-MIX-PT,2.16592,BAR,OK,2026-06-28 10:34:11,9,leitura,,,,
RES-Q-TT,73.6518,C,OK,2026-06-28 10:34:11,9,leitura,,,,
RES-F-TT,16.027,C,OK,2026-06-28 10:34:11,9,leitura,,,,
,28.0,,,2026-06-28 10:34:11,9,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:34:11,9,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.7924,C,OK,2026-06-28 10:34:16,10,leitura,,,,
TQ-MIX-LT,59.36,%,OK,2026-06-28 10:34:16,10,leitura,,,,
TQ-MIX-PT,2.1872,BAR,OK,2026-06-28 10:34:16,10,leitura,,,,
RES-Q-TT,73.7916,C,OK,2026-06-28 10:34:16,10,leitura,,,,
RES-F-TT,15.8602,C,OK,2026-06-28 10:34:16,10,leitura,,,,
,28.0,,,2026-06-28 10:34:16,10,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:34:16,10,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.4622,C,OK,2026-06-28 10:34:21,11,leitura,,,,
TQ-MIX-LT,60.448,%,OK,2026-06-28 10:34:21,11,leitura,,,,
TQ-MIX-PT,2.20896,BAR,OK,2026-06-28 10:34:21,11,leitura,,,,
RES-Q-TT,73.7455,C,OK,2026-06-28 10:34:21,11,leitura,,,,
RES-F-TT,15.594,C,OK,2026-06-28 10:34:21,11,leitura,,,,
,28.0,,,2026-06-28 10:34:21,11,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:34:21,11,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.6284,C,OK,2026-06-28 10:34:26,12,leitura,,,,
TQ-MIX-LT,61.512,%,OK,2026-06-28 10:34:26,12,leitura,,,,
TQ-MIX-PT,2.2302400000000002,BAR,OK,2026-06-28 10:34:26,12,leitura,,,,
RES-Q-TT,73.6875,C,OK,2026-06-28 10:34:26,12,leitura,,,,
RES-F-TT,15.598700000000001,C,OK,2026-06-28 10:34:26,12,leitura,,,,
,28.0,,,2026-06-28 10:34:26,12,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:34:26,12,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.3604,C,OK,2026-06-28 10:34:31,13,leitura,,,,
TQ-MIX-LT,62.6,%,OK,2026-06-28 10:34:31,13,leitura,,,,
TQ-MIX-PT,2.252,BAR,OK,2026-06-28 10:34:31,13,leitura,,,,
RES-Q-TT,73.6302,C,OK,2026-06-28 10:34:31,13,leitura,,,,
RES-F-TT,15.5097,C,OK,2026-06-28 10:34:31,13,leitura,,,,
,28.0,,,2026-06-28 10:34:31,13,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:34:31,13,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.5612,C,OK,2026-06-28 10:34:36,14,leitura,,,,
TQ-MIX-LT,63.664,%,OK,2026-06-28 10:34:36,14,leitura,,,,
TQ-MIX-PT,2.27328,BAR,OK,2026-06-28 10:34:36,14,leitura,,,,
RES-Q-TT,73.6445,C,OK,2026-06-28 10:34:36,14,leitura,,,,
RES-F-TT,15.4919,C,OK,2026-06-28 10:34:36,14,leitura,,,,
,28.0,,,2026-06-28 10:34:36,14,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:34:36,14,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.502,C,OK,2026-06-28 10:34:41,15,leitura,,,,
TQ-MIX-LT,64.752,%,OK,2026-06-28 10:34:41,15,leitura,,,,
TQ-MIX-PT,2.29504,BAR,OK,2026-06-28 10:34:41,15,leitura,,,,
RES-Q-TT,73.8098,C,OK,2026-06-28 10:34:41,15,leitura,,,,
RES-F-TT,15.6019,C,OK,2026-06-28 10:34:41,15,leitura,,,,
,28.0,,,2026-06-28 10:34:41,15,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:34:41,15,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.5391,C,OK,2026-06-28 10:34:46,16,leitura,,,,
TQ-MIX-LT,65.816,%,OK,2026-06-28 10:34:46,16,leitura,,,,
TQ-MIX-PT,2.31632,BAR,OK,2026-06-28 10:34:46,16,leitura,,,,
RES-Q-TT,73.5184,C,OK,2026-06-28 10:34:46,16,leitura,,,,
RES-F-TT,15.6396,C,OK,2026-06-28 10:34:46,16,leitura,,,,
,28.0,,,2026-06-28 10:34:46,16,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:34:46,16,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.3748,C,OK,2026-06-28 10:34:51,17,leitura,,,,
TQ-MIX-LT,66.904,%,OK,2026-06-28 10:34:51,17,leitura,,,,
TQ-MIX-PT,2.33808,BAR,OK,2026-06-28 10:34:51,17,leitura,,,,
RES-Q-TT,73.6685,C,OK,2026-06-28 10:34:51,17,leitura,,,,
RES-F-TT,15.4929,C,OK,2026-06-28 10:34:51,17,leitura,,,,
,28.0,,,2026-06-28 10:34:51,17,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:34:51,17,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.5854,C,OK,2026-06-28 10:34:56,18,leitura,,,,
TQ-MIX-LT,67.968,%,OK,2026-06-28 10:34:56,18,leitura,,,,
TQ-MIX-PT,2.35936,BAR,OK,2026-06-28 10:34:56,18,leitura,,,,
RES-Q-TT,73.5668,C,OK,2026-06-28 10:34:56,18,leitura,,,,
RES-F-TT,15.6824,C,OK,2026-06-28 10:34:56,18,leitura,,,,
,28.0,,,2026-06-28 10:34:56,18,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:34:56,18,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.5499,C,OK,2026-06-28 10:35:01,19,leitura,,,,
TQ-MIX-LT,69.056,%,OK,2026-06-28 10:35:01,19,leitura,,,,
TQ-MIX-PT,2.38112,BAR,OK,2026-06-28 10:35:01,19,leitura,,,,
RES-Q-TT,73.6091,C,OK,2026-06-28 10:35:01,19,leitura,,,,
RES-F-TT,15.9731,C,OK,2026-06-28 10:35:01,19,leitura,,,,
,28.0,,,2026-06-28 10:35:01,19,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:35:01,19,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,19.8516,C,OK,2026-06-28 10:36:11,1,leitura,,,,
TQ-MIX-LT,50.12,%,OK,2026-06-28 10:36:11,1,leitura,,,,
TQ-MIX-PT,2.0024,BAR,OK,2026-06-28 10:36:11,1,leitura,,,,
RES-Q-TT,70.9852,C,OK,2026-06-28 10:36:11,1,leitura,,,,
RES-F-TT,18.8081,C,OK,2026-06-28 10:36:11,1,leitura,,,,
,8.0,,,2026-06-28 10:36:11,1,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:36:11,1,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,30.5116,C,OK,2026-06-28 10:36:14,2,leitura,,,,
TQ-MIX-LT,50.752,%,OK,2026-06-28 10:36:14,2,leitura,,,,
TQ-MIX-PT,2.01504,BAR,OK,2026-06-28 10:36:14,2,leitura,,,,
RES-Q-TT,72.0764,C,OK,2026-06-28 10:36:14,2,leitura,,,,
RES-F-TT,18.0422,C,OK,2026-06-28 10:36:14,2,leitura,,,,
,28.0,,,2026-06-28 10:36:14,2,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:36:14,2,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.8801,C,OK,2026-06-28 10:36:17,3,leitura,,,,
TQ-MIX-LT,51.84,%,OK,2026-06-28 10:36:17,3,leitura,,,,
TQ-MIX-PT,2.0368,BAR,OK,2026-06-28 10:36:17,3,leitura,,,,
RES-Q-TT,73.1639,C,OK,2026-06-28 10:36:17,3,leitura,,,,
RES-F-TT,17.3112,C,OK,2026-06-28 10:36:17,3,leitura,,,,
,28.0,,,2026-06-28 10:36:17,3,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:36:17,3,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,51.9908,C,OK,2026-06-28 10:36:20,4,leitura,,,,
TQ-MIX-LT,52.904,%,OK,2026-06-28 10:36:20,4,leitura,,,,
TQ-MIX-PT,2.05808,BAR,OK,2026-06-28 10:36:20,4,leitura,,,,
RES-Q-TT,73.7217,C,OK,2026-06-28 10:36:20,4,leitura,,,,
RES-F-TT,16.497,C,OK,2026-06-28 10:36:20,4,leitura,,,,
,28.0,,,2026-06-28 10:36:20,4,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:36:20,4,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,48.9741,C,OK,2026-06-28 10:36:23,5,leitura,,,,
TQ-MIX-LT,53.992,%,OK,2026-06-28 10:36:23,5,leitura,,,,
TQ-MIX-PT,2.07984,BAR,OK,2026-06-28 10:36:23,5,leitura,,,,
RES-Q-TT,74.3091,C,OK,2026-06-28 10:36:23,5,leitura,,,,
RES-F-TT,16.0385,C,OK,2026-06-28 10:36:23,5,leitura,,,,
,28.0,,,2026-06-28 10:36:23,5,atuador,BOMBA-Q,PRINCIPAL,,
,40.0,,,2026-06-28 10:36:23,5,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,52.1161,C,OK,2026-06-28 10:36:26,6,leitura,,,,
TQ-MIX-LT,55.056,%,OK,2026-06-28 10:36:26,6,leitura,,,,
TQ-MIX-PT,2.10112,BAR,OK,2026-06-28 10:36:26,6,leitura,,,,
RES-Q-TT,74.6149,C,OK,2026-06-28 10:36:26,6,leitura,,,,
